Наименование,Город,Рубрики,Email,Мобильный,Телефон 1,Телефон 2,WhatsApp,Telegram,ВКонтакте,2GIS URL
Компания по изготовлению мебели,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,,79512475885,89512475885,,,,https://vk.com/mebel_yanis,https://2gis.com/firm/70000001114482570
Компания по изготовлению мебели на заказ,Челябинск,Мебель на заказ; Корпусная мебель,,79507300697,89507300697,,https://wa.me/79507300697,,https://vk.com/korpusmebel11,https://2gis.com/firm/70000001096248587
Компания по изготовлению мебели на заказ,Челябинск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель; Мебель для ванных комнат; Детская мебель,,79323022223,89323022223,89823423570,,https://t.me/+79323022223,,https://2gis.com/firm/70000001062908698
Компания по производству мебели,Копейск,Мебель на заказ; Корпусная мебель,,79085728808,89085728808,89080857334,,,,https://2gis.com/firm/70000001098204888
Компас,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для кухни; Детская мебель,,79518102201,89518102201,,https://wa.me/79518102201,,https://vk.com/kompasmebelnayafabrika,https://2gis.com/firm/70000001037654618
Комфорт,Челябинск,Мебель на заказ; Мягкая мебель; Ремонт мебели; Корпусная мебель,,79507412236,89507412236,,https://wa.me/79507412236,,,https://2gis.com/firm/70000001031664467
Компания по производству мебели на заказ,Троицк,Мебель на заказ; Корпусная мебель; Мебель для кухни,,79511168200,89511168200,,https://wa.me/79511168200,,,https://2gis.com/firm/70000001076916982
Комфорт,Челябинск,Мебель на заказ; Мягкая мебель,,79514473310,89514473310,89043007178,,,,https://2gis.com/firm/70000001036011137
КомфортМ,Челябинск,Мебель на заказ; Корпусная мебель,,79191263355,89191263355,,https://wa.me/79191263355,,,https://2gis.com/firm/70000001100893006
Комфортный дом,Челябинск,Мебель на заказ; Мягкая мебель; Корпусная мебель; Детская мебель; Матрасы; Мебель для кухни; Офисная мебель,,79049375508,89049375508,,https://wa.me/79049375508,https://t.me/+79049375508,https://vk.com/komfortdom174,https://2gis.com/firm/70000001062890283
Кухня-Шкаф,Челябинск,Мебель на заказ; Мебель для кухни; Корпусная мебель; Офисная мебель; Мебель для ванных комнат; Стеллажи и витрины; Металлическая мебель,,79000969116,89000969116,,https://wa.me/79000969116,,https://vk.com/kuhnja_shkaf,https://2gis.com/firm/70000001094161569
Лакс мебель,Челябинск,Мебель на заказ; Корпусная мебель; Мебель для ванных комнат; Мебель для кухни,,79320156058,89320156058,89193082391,https://wa.me/79320156058,https://t.me/+79320156058,https://vk.com/mebelnyy_kosmos174,https://2gis.com/firm/70000001076389329
Ларгето,Челябинск,Мебель на заказ; Входные двери; Корпусная мебель; Мебельные фасады; Торгово-выставочное оборудование,,79227470923,89227470923,,,,,https://2gis.com/firm/2111591606790183
Лига,Челябинск,Мебель на заказ; Мебель для кухни; Офисная мебель; Корпусная мебель; Мебель для ванных комнат,,79634704228,89634704228,89995701153,https://wa.me/79995701153,https://t.me/+79995701153,https://vk.com/club55186600,https://2gis.com/firm/70000001033382388
Линия,Челябинск,Мебель на заказ; Мягкая мебель,,79048030084,89048030084,,https://wa.me/79048030084,,,https://2gis.com/firm/70000001034267622
Любимый диван,Челябинск,Мебель на заказ; Мягкая мебель; Детская мебель,,79517901046,89517901046,,https://wa.me/79630921896,,https://vk.com/lyubimyy_divan174,https://2gis.com/firm/70000001045781429
Людвиг,Челябинск,Мебель на заказ; Офисная мебель; Корпусная мебель; Детская мебель; Мебель для кухни,,79514570157,89514570157,,https://wa.me/79514570157,,,https://2gis.com/firm/2111590608218138
Люкс,Пласт,Мебель на заказ; Мебельные магазины; Мягкая мебель; Корпусная мебель; Входные двери; Межкомнатные двери; Мебель для кухни; Мебель для ванных комнат; Детская мебель; Комплектующие для дверей; Мебельные фасады; Мебель для салонов красоты; Офисная мебель,,79080838366,89080838366,89000649631,https://wa.me/79000649631,,https://vk.com/public210661885,https://2gis.com/firm/70000001065269779
